country,countrycode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
SOLOMON ISLANDS,SLB,0.94,0.65,1,79.81,43.54,100,1.03,0.58,1,84.62,47.85,100,-0.82,0.62,1,21.15,5.26,54.07,-0.54,0.68,1,27.88,8.13,64.11,0.38,0.57,1,57.69,28.23,96.17,0.05,0.38,2,47.6,25.84,70.81,0.02,0.4,2,46.63,27.27,66.99,0.11,0.39,2,49.52,29.67,68.42,0.29,0.37,2,54.33,33.49,77.99,0.24,0.36,2,53.11,31.43,75.71,0.24,0.32,3,53.08,35.85,72.64,0.41,0.33,3,58.49,42.25,81.22,0.36,0.37,2,59.43,38.97,79.34,0.26,0.33,2,56.4,37.26,71.7,0.38,0.36,2,60.19,38.21,79.25,0.49,0.29,2,62.62,46.38,82.13
SOMALIA,SOM,-2.65,0.43,3,0.48,0,4.31,-2.3,0.38,3,1.92,0.48,7.66,-2.08,0.4,3,2.4,0,10.05,-2.53,0.4,3,0,0,4.31,-2.67,0.33,3,0,0,3.35,-2.93,0.35,3,0.48,0,1.91,-2.75,0.32,4,0,0,1.44,-2.78,0.32,4,0.48,0,1.44,-3.24,0.3,4,0,0,0.96,-3.31,0.3,4,0,0,0.48,-3.32,0.28,4,0,0,0.47,-3.11,0.27,5,0,0,0.94,-3.07,0.26,5,0,0,0.94,-2.85,0.24,6,0,0,1.42,-2.74,0.24,6,0,0,1.89,-2.49,0.22,6,1.94,0,5.31
SOUTH AFRICA,ZAF,-0.43,0.37,4,31.73,18.18,51.2,-0.58,0.34,4,26.92,14.35,44.02,-0.25,0.3,5,35.58,24.4,55.5,-0.32,0.28,6,35.58,23.44,47.85,-0.33,0.28,6,34.13,24.4,48.33,-0.12,0.28,7,39.9,26.32,57.42,-0.15,0.27,7,41.35,27.75,55.98,0.05,0.24,8,47.12,33.01,60.29,0.2,0.24,8,50.96,38.28,66.99,0.04,0.24,8,45.93,31.9,59.05,-0.11,0.24,8,41.23,28.3,53.3,-0.02,0.24,8,46.7,31.92,57.28,0.03,0.24,9,48.58,35.68,61.5,-0.02,0.22,9,43.13,34.91,58.49,-0.04,0.22,9,45.02,32.55,58.02,-0.08,0.2,9,43.2,29.95,57
SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.43,0.41,2,7.08,2.82,23,-1.2,0.39,3,12.8,5.66,28.3,-1.8,0.37,3,5.21,1.89,12.26,-2.54,0.25,4,0.97,0,5.31
SPAIN,ESP,0.16,0.37,4,50.48,31.1,70.81,0.09,0.34,4,49.04,29.19,65.07,0.42,0.3,5,62.5,40.67,78.47,0.39,0.28,6,59.13,43.54,78.47,-0.04,0.28,6,39.9,28.71,58.37,-0.04,0.28,7,43.75,28.71,61.24,0.18,0.27,7,53.37,37.32,66.99,-0.19,0.24,8,40.38,27.27,53.11,-0.31,0.24,8,34.62,23.92,46.41,-0.4,0.24,8,30.14,20,44.76,-0.47,0.24,8,30.33,20.28,41.98,-0.29,0.24,8,34.91,24.88,50.7,0.04,0.24,9,49.06,35.68,61.5,-0.01,0.22,9,43.6,36.32,59.43,0.03,0.22,9,47.39,36.79,60.85,0.32,0.2,9,58.25,45.41,67.63
SRI LANKA,LKA,-1.8,0.37,4,5.77,2.39,12.92,-1.52,0.34,4,9.62,4.31,16.75,-1.93,0.33,4,4.81,0.96,11.48,-0.85,0.3,5,21.63,13.88,33.01,-0.88,0.29,5,21.63,10.53,32.54,-1.06,0.28,6,16.83,7.18,25.84,-1.19,0.28,6,14.42,6.22,24.88,-1.43,0.25,7,9.13,6.22,17.7,-1.74,0.24,7,7.69,3.35,10.05,-1.8,0.24,7,7.66,2.38,10,-1.35,0.24,7,10.43,5.66,18.4,-0.92,0.24,7,17.92,10.8,27.23,-0.7,0.24,7,24.53,15.49,37.09,-0.7,0.22,8,23.22,16.51,36.79,-0.59,0.23,8,26.07,18.4,38.21,-0.25,0.2,8,34.95,25.6,50.24
ST. KITTS AND NEVIS,KNA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.2,0.57,1,94.71,54.07,100,1.41,0.34,3,97.6,76.08,100,1.32,0.35,3,95.19,68.42,100,1.26,0.34,3,94.23,66.99,100,0.83,0.32,3,76.92,55.02,96.65,0.95,0.32,3,79.9,59.05,99.52,1.13,0.32,3,88.63,68.87,100,1.06,0.33,3,86.79,64.79,99.53,0.98,0.31,3,80.66,62.44,98.59,0.99,0.29,3,81.04,63.21,99.06,0.98,0.3,3,81.04,63.21,98.58,0.5,0.28,2,63.59,46.86,79.71
ST. LUCIA,LCA,0.94,0.65,1,79.81,43.54,100,0.26,0.58,1,55.29,23.92,93.78,1.12,0.62,1,87.02,49.76,100,0.25,0.68,1,53.85,20.1,95.69,1.2,0.57,1,94.71,54.07,100,1.27,0.34,3,93.27,72.73,100,1.04,0.35,3,82.21,62.2,100,0.91,0.34,3,76.44,55.5,99.52,0.64,0.32,3,69.23,46.89,92.82,0.67,0.32,3,69.38,50,93.33,0.75,0.32,3,71.56,51.42,92.45,0.82,0.33,3,75,54.93,94.37,0.87,0.31,3,72.64,59.15,97.65,0.91,0.29,3,75.36,60.38,97.64,0.87,0.3,3,73.46,59.43,97.17,0.88,0.26,3,78.16,60.87,96.14
ST. VINCENT AND THE GRENADINES,VCT,0.94,0.65,1,79.81,43.54,100,1.03,0.58,1,84.62,47.85,100,1.12,0.62,1,87.02,49.76,100,0.25,0.68,1,53.85,20.1,95.69,0.79,0.57,1,71.63,38.76,100,1.09,0.34,3,85.58,63.16,100,1.18,0.35,3,89.42,66.03,100,1.11,0.34,3,87.98,63.64,100,0.82,0.32,3,75,54.07,96.17,0.83,0.32,3,75.12,54.76,96.67,0.79,0.32,3,73.46,53.3,94.34,0.82,0.33,3,75,54.93,94.37,0.87,0.31,3,72.64,59.15,97.65,0.94,0.29,3,78.67,61.32,98.58,0.87,0.3,3,73.46,59.43,97.17,0.88,0.26,3,78.16,60.87,96.14
SUDAN,SDN,-2.51,0.37,4,1.92,0,4.31,-2.3,0.34,4,2.4,0.48,7.66,-2.28,0.33,4,0.96,0,6.7,-1.88,0.31,4,3.85,0.48,12.92,-2.01,0.3,4,3.85,0.48,9.09,-1.58,0.32,4,5.77,3.83,17.22,-1.98,0.29,5,3.37,0.96,7.18,-2.12,0.28,5,1.92,0.96,8.13,-2.35,0.27,5,2.4,0.96,5.26,-2.47,0.27,5,1.91,0.48,3.33,-2.65,0.25,6,0.95,0.47,2.36,-2.66,0.25,6,0.94,0.47,2.82,-2.53,0.25,6,0.94,0.47,2.82,-2.27,0.24,6,2.37,1.42,5.19,-2.2,0.24,6,2.84,1.42,4.72,-2.36,0.22,6,3.88,0.48,5.8
SURINAME,SUR,0.33,0.43,3,55.77,34.45,83.25,0.49,0.38,3,62.02,39.23,87.56,0.11,0.4,3,50.48,28.71,72.73,0.4,0.4,3,60.1,38.76,84.69,0.46,0.33,3,60.58,39.71,83.25,0.3,0.35,3,56.25,35.89,76.56,0.21,0.36,3,54.81,35.41,71.77,-0.01,0.31,5,45.67,29.67,61.72,-0.03,0.29,5,42.31,27.75,60.77,0.1,0.29,5,48.8,30.95,66.67,0.14,0.26,6,49.29,35.85,65.57,0.09,0.26,6,50.47,33.8,64.79,0.13,0.25,6,50.94,38.5,64.32,0.09,0.24,6,49.29,37.26,62.26,0.14,0.24,6,52.13,38.21,64.62,0.23,0.21,6,55.83,41.55,65.22
SWAZILAND,SWZ,-0.3,0.48,2,36.06,16.75,62.68,-0.11,0.44,2,40.38,19.62,65.07,-0.07,0.46,2,40.87,20.57,69.38,0,0.45,2,44.71,24.4,70.33,0.04,0.36,2,43.75,28.23,65.55,0.02,0.38,2,46.63,24.88,68.42,-0.37,0.4,2,35.58,17.22,55.98,-0.29,0.32,3,34.13,22.97,53.59,0.04,0.32,3,44.23,28.71,65.55,-0.08,0.32,3,41.15,25.71,59.05,0.01,0.29,4,44.55,30.19,63.21,-0.04,0.27,5,43.87,28.64,57.75,-0.49,0.27,5,30.19,19.72,45.54,-0.42,0.25,5,33.65,20.28,43.4,-0.44,0.25,5,31.75,19.81,45.75,-0.52,0.22,5,28.16,17.87,40.1
SWEDEN,SWE,1.38,0.37,4,99.52,71.77,100,1.32,0.34,4,96.63,71.77,100,1.32,0.3,5,94.71,75.6,100,1.39,0.28,6,96.15,79.9,100,1.32,0.28,6,96.63,76.08,100,1.33,0.28,7,96.15,76.56,100,1.3,0.27,7,93.75,74.64,100,1.26,0.24,8,94.71,74.64,100,1.25,0.24,8,94.71,77.99,100,1.11,0.24,8,88.52,70,99.52,1.06,0.24,8,86.73,69.81,97.17,1.09,0.24,8,87.26,70.42,96.71,1.23,0.24,9,91.98,70.89,99.53,1.16,0.22,9,90.05,71.7,99.06,1.13,0.22,9,90.52,68.87,99.06,1.07,0.2,9,86.89,71.5,98.07
SWITZERLAND,CHE,1.38,0.37,4,99.52,71.77,100,1.36,0.34,4,98.56,73.21,100,1.49,0.3,5,97.12,79.43,100,1.46,0.28,6,97.6,81.82,100,1.23,0.28,6,95.19,70.33,100,1.21,0.28,7,92.79,73.68,100,1.18,0.27,7,88.94,67.94,100,1.27,0.26,7,95.19,73.21,100,1.25,0.26,7,94.23,75.6,100,1.23,0.26,7,94.74,73.33,100,1.28,0.24,8,92.89,78.77,100,1.23,0.24,8,91.98,76.53,99.53,1.28,0.24,8,93.87,72.77,99.53,1.4,0.23,8,98.1,83.02,99.53,1.37,0.23,8,97.63,82.08,99.53,1.24,0.2,8,93.69,78.74,99.52
SYRIAN ARAB REPUBLIC,SYR,-0.41,0.37,4,33.17,18.18,53.11,-0.12,0.34,4,39.9,24.88,60.29,-0.25,0.33,4,36.06,22.49,58.37,0.21,0.31,4,50.48,35.89,69.86,0.04,0.3,4,44.71,30.14,63.16,-0.31,0.29,5,35.1,21.53,53.11,-0.48,0.29,5,29.81,20.1,46.41,-0.28,0.25,6,36.54,25.36,51.67,-0.3,0.24,7,35.1,23.92,46.89,-0.3,0.24,7,33.01,22.38,48.57,-0.49,0.24,7,28.44,19.34,41.51,-0.81,0.24,7,21.7,12.68,31.92,-2.01,0.24,7,2.83,2.35,5.63,-2.69,0.24,6,0.47,0,2.36,-2.68,0.24,6,0.47,0,2.36,-2.76,0.22,6,0,0,3.86
"TAIWAN, CHINA",TWN,0.99,0.37,4,82.69,57.89,100,0.89,0.34,4,77.88,58.37,99.52,0.47,0.3,5,64.9,42.58,78.95,0.6,0.28,6,65.38,47.85,84.69,0.6,0.28,6,65.38,48.33,85.65,0.56,0.28,7,64.42,50.24,81.82,0.62,0.27,7,66.83,52.15,84.21,0.62,0.24,8,65.38,53.59,82.78,0.52,0.24,8,62.5,47.85,78.95,0.8,0.24,8,73.21,58.57,92.86,0.53,0.25,7,64.93,49.06,83.49,0.84,0.24,8,76.42,61.5,91.55,0.94,0.24,8,76.42,64.32,95.31,0.89,0.23,8,73.93,63.21,92.92,0.87,0.23,8,72.51,64.15,91.98,0.8,0.2,8,75.24,61.35,90.34
TAJIKISTAN,TJK,-2.24,0.48,2,2.88,0,8.61,-1.98,0.44,2,4.33,0.48,12.44,-1.79,0.46,2,5.77,0.96,17.22,-1.12,0.45,2,16.83,4.31,31.1,-1.15,0.36,2,16.83,5.74,28.23,-1.29,0.34,3,12.02,4.78,22.97,-1.37,0.33,4,10.1,4.31,22.49,-1.38,0.28,5,11.06,5.74,18.66,-0.75,0.28,5,22.6,12.92,35.41,-0.81,0.28,5,19.14,12.86,31.43,-1,0.28,5,16.11,9.43,27.36,-0.97,0.27,5,17.45,9.86,27.23,-1,0.27,5,16.98,7.04,29.11,-1.17,0.25,5,13.74,6.6,22.17,-1.13,0.26,4,14.22,8.02,23.58,-0.68,0.22,5,23.3,12.56,33.33
TANZANIA,TZA,-0.72,0.37,4,22.6,10.53,43.54,-0.48,0.34,4,28.85,16.75,47.85,-0.8,0.33,4,22.6,11.48,36.36,-0.35,0.31,4,34.13,20.57,47.85,-0.88,0.29,5,21.15,10.53,32.54,-0.65,0.28,6,24.52,15.31,38.76,-0.57,0.28,6,28.37,17.22,42.58,-0.33,0.27,6,33.17,22.97,49.76,-0.35,0.26,6,32.69,20.57,46.41,-0.21,0.26,6,37.8,25.24,52.38,0.07,0.24,7,47.87,33.49,61.79,-0.02,0.24,7,46.23,31.92,57.28,-0.05,0.24,7,46.23,31.92,58.69,0.02,0.22,8,46.45,36.79,59.91,-0.17,0.23,8,41.23,28.3,55.19,-0.54,0.2,8,27.18,18.36,38.65
THAILAND,THA,0.4,0.37,4,58.17,40.19,82.78,0.54,0.34,4,63.46,44.5,86.6,0.38,0.3,5,60.1,39.71,77.99,0.44,0.28,6,60.58,44.5,79.9,-0.15,0.28,6,38.46,26.79,56.46,-0.69,0.28,7,23.08,14.83,36.84,-0.85,0.27,7,22.12,11.48,34.93,-1.14,0.24,8,14.42,8.61,23.92,-1.15,0.24,8,13.46,9.09,21.53,-1.28,0.24,8,11.96,9.05,18.1,-1.42,0.24,8,9.95,5.66,16.04,-1.43,0.24,8,9.43,4.69,15.49,-1.12,0.24,9,14.15,6.1,23.47,-1.21,0.22,9,12.32,6.6,20.28,-1.31,0.22,9,9.48,7.08,18.4,-0.91,0.2,9,16.5,10.14,26.09
TIMOR-LESTE,TMP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.34,0.62,1,59.13,26.32,95.69,-0.64,0.45,2,25.48,12.92,47.37,-0.32,0.36,2,35.1,21.05,54.07,-0.2,0.34,3,37.98,22.97,59.33,-0.7,0.33,4,25,13.4,41.15,-1.14,0.33,4,14.9,8.13,27.27,-1.11,0.31,4,14.9,8.61,26.32,-0.82,0.3,4,18.66,11.43,32.86,-0.58,0.28,5,27.01,15.57,40.57,-0.49,0.27,5,28.77,17.84,44.13,-0.47,0.27,5,31.13,19.72,46.48,-0.27,0.25,5,37.91,24.53,51.42,-0.39,0.25,5,33.65,20.28,46.7,-0.22,0.22,5,37.38,25.6,52.66
TOGO,TGO,-0.49,0.43,3,29.81,12.92,53.59,-0.72,0.38,3,23.56,10.53,40.67,-0.4,0.4,3,31.73,16.75,55.98,-0.05,0.4,3,43.75,24.88,65.55,-0.23,0.33,3,36.54,24.88,56.46,-0.33,0.32,4,34.13,20.1,53.11,-1.46,0.32,4,7.69,3.35,20.57,-0.55,0.28,5,27.88,17.7,42.11,-0.36,0.27,5,32.21,20.1,46.41,-0.18,0.27,5,38.28,25.71,53.81,-0.19,0.25,6,38.86,25.94,51.42,-0.2,0.25,6,38.21,26.29,52.58,-0.18,0.25,6,39.62,28.17,55.4,-0.41,0.24,6,34.12,21.7,43.4,-0.38,0.24,6,35.07,21.23,46.7,-0.16,0.22,6,39.32,27.54,54.59
TONGA,TON,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.65,0.57,1,66.83,35.89,99.52,0.84,0.34,3,75.48,55.5,96.65,0.71,0.35,3,67.79,52.15,92.34,0.51,0.34,3,62.02,44.02,84.21,0.34,0.32,3,56.25,38.28,77.99,0.32,0.32,3,55.02,37.14,75.71,0.24,0.32,3,53.08,35.85,72.64,0.74,0.33,3,71.23,52.58,92.96,0.97,0.31,3,79.25,61.5,98.12,0.93,0.29,3,77.73,61.32,98.58,0.97,0.3,3,79.62,63.21,98.58,0.8,0.28,2,74.76,58.94,93.72
TRINIDAD AND TOBAGO,TTO,0.19,0.37,4,52.88,32.54,71.77,0.33,0.34,4,57.21,36.36,77.51,0.03,0.33,4,46.63,29.19,66.03,-0.19,0.3,5,39.9,24.88,56.94,-0.29,0.29,5,35.58,24.88,49.76,-0.08,0.28,6,42.79,27.75,60.77,-0.13,0.28,6,41.83,27.75,56.46,-0.24,0.27,6,38.94,25.84,53.11,-0.18,0.26,6,38.46,25.36,53.11,-0.1,0.26,6,40.19,28.1,56.19,-0.14,0.26,6,40.28,27.36,53.3,-0.04,0.26,6,44.81,29.58,57.28,0.15,0.25,6,52.36,38.97,64.32,0.12,0.24,6,51.18,38.21,62.74,0.1,0.24,6,50.71,36.79,64.15,0.26,0.21,6,57.28,43,66.18
TUNISIA,TUN,0.16,0.37,4,50,31.1,70.81,0.2,0.34,4,52.88,31.58,71.29,0.28,0.33,4,56.73,35.41,75.6,0.07,0.3,5,45.67,29.67,64.11,0.31,0.29,5,56.25,37.8,70.81,0.14,0.28,6,50.48,33.49,65.55,0.05,0.28,6,47.6,34.93,63.64,0.24,0.25,7,53.85,41.15,66.51,0.19,0.24,7,50.48,36.84,66.99,0.12,0.24,7,49.28,34.76,63.33,0.06,0.24,7,47.39,33.02,61.32,-0.04,0.24,7,44.34,31.46,57.28,-0.37,0.24,7,34.43,21.13,48.36,-0.74,0.23,7,22.27,16.04,36.79,-0.93,0.23,8,18.48,10.38,26.42,-0.93,0.2,8,15.05,8.7,25.6
TURKEY,TUR,-1.27,0.37,4,10.58,4.31,23.44,-1.3,0.34,4,11.06,5.74,22.49,-0.85,0.3,5,20.19,11.48,33.49,-0.87,0.28,6,20.19,13.88,30.14,-0.81,0.28,6,24.04,13.88,33.97,-0.84,0.28,7,20.19,11.48,32.06,-0.6,0.27,7,27.4,17.22,41.15,-0.6,0.24,8,26.92,17.7,40.19,-0.82,0.24,8,19.71,12.92,30.62,-0.85,0.24,8,18.18,13.33,30,-1.03,0.24,8,15.64,9.91,25,-0.92,0.24,8,18.4,10.8,27.23,-0.96,0.24,9,18.87,10.8,29.11,-1.19,0.22,9,13.27,6.6,20.28,-1.2,0.22,9,11.85,8.02,20.28,-1.06,0.2,9,12.14,8.7,21.74
TURKMENISTAN,TKM,0.36,0.48,2,56.73,31.1,86.6,0.11,0.44,2,50,25.84,75.6,-0.06,0.46,2,41.35,21.05,69.38,-0.03,0.45,2,44.23,24.4,67.94,0.03,0.36,2,42.31,28.23,65.55,-0.11,0.34,3,40.87,24.4,61.72,0.06,0.31,4,48.08,32.54,65.07,-0.24,0.29,4,38.46,25.36,53.59,0.21,0.29,4,52.4,35.89,70.33,0.5,0.29,4,62.68,45.24,80.95,0.46,0.29,4,61.61,43.87,83.02,0.26,0.28,4,54.25,37.56,70.89,0.18,0.27,4,54.25,38.97,68.08,0.34,0.25,5,59.24,42.45,69.81,0.17,0.25,5,53.55,38.21,65.09,0.08,0.23,5,48.54,33.33,60.87
TUVALU,TUV,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.2,0.57,1,94.71,54.07,100,1.3,0.38,2,94.23,70.81,100,1.42,0.4,2,98.56,68.42,100,1.4,0.39,2,98.56,69.86,100,1.38,0.37,2,98.56,73.21,100,1.38,0.36,2,99.04,71.9,100,1.44,0.32,3,97.16,80.19,100,1.48,0.33,3,97.64,80.75,100,1.34,0.37,2,96.7,69.95,100,1.32,0.33,2,95.73,71.23,99.53,1.32,0.36,2,94.31,68.87,99.53,1.33,0.32,1,97.09,73.91,99.52
UGANDA,UGA,-1.61,0.37,4,7.69,3.35,18.18,-1.22,0.34,4,12.5,6.22,24.88,-1.34,0.33,4,11.54,5.26,22.97,-1.49,0.31,4,11.06,2.39,18.66,-1.6,0.29,5,6.25,3.83,18.18,-1.3,0.28,6,11.54,4.78,21.53,-1.43,0.28,6,8.17,4.31,19.14,-1.16,0.25,7,13.94,8.61,23.92,-0.96,0.24,7,18.27,10.05,26.79,-0.91,0.24,7,17.22,11.43,28.57,-0.99,0.24,7,17.06,10.38,26.42,-1.01,0.24,7,16.04,9.86,26.29,-0.99,0.24,8,17.92,10.33,28.17,-0.88,0.22,8,19.43,12.26,30.19,-0.84,0.23,8,19.91,11.79,30.66,-0.93,0.2,8,16.02,9.66,25.6
UKRAINE,UKR,-0.27,0.4,3,37.02,18.66,57.89,-0.25,0.34,4,34.62,21.53,56.94,-0.5,0.33,4,29.33,16.75,47.85,-0.38,0.3,5,31.25,20.1,47.37,-0.4,0.29,5,32.69,22.01,47.37,-0.48,0.28,6,28.85,19.14,45.93,-0.27,0.28,6,37.02,24.88,53.11,-0.03,0.25,7,44.23,31.1,57.42,0.15,0.24,8,48.56,36.84,64.11,0.03,0.24,8,45.45,31.43,59.05,-0.31,0.24,8,34.12,22.17,48.11,-0.02,0.24,8,45.75,31.92,57.28,-0.08,0.24,9,43.4,31.46,58.22,-0.1,0.22,9,42.18,32.08,56.6,-0.76,0.22,9,21.8,14.62,33.96,-1.93,0.2,9,6.31,5.31,7.73
UNITED ARAB EMIRATES,ARE,0.86,0.37,4,75,54.55,100,0.79,0.34,4,73.08,54.55,96.65,0.88,0.33,4,77.88,58.85,96.17,0.84,0.31,4,76.44,57.42,95.22,0.96,0.3,4,81.25,60.77,97.61,0.75,0.28,6,73.56,55.5,92.82,0.85,0.28,6,74.52,57.89,94.26,0.91,0.27,6,76.92,60.29,95.69,0.97,0.26,6,81.25,64.11,98.56,0.7,0.26,6,69.86,53.81,90,0.91,0.24,7,81.04,64.15,93.87,0.79,0.24,7,73.11,57.28,89.67,0.91,0.24,9,73.58,63.85,93.9,0.87,0.22,9,73.46,62.74,92.92,0.89,0.22,9,75.36,64.62,92.45,0.81,0.2,9,75.73,62.8,90.34
UNITED KINGDOM,GBR,0.92,0.37,4,76.92,55.5,100,0.88,0.34,4,77.4,56.94,99.04,0.98,0.3,5,79.33,65.07,96.65,0.6,0.28,6,64.9,47.85,84.69,0.25,0.28,6,53.85,36.84,69.38,0.15,0.28,7,51.44,35.89,66.51,0.09,0.27,7,50.48,35.89,64.59,0.64,0.24,8,66.35,54.07,83.73,0.56,0.24,8,64.9,49.28,79.9,0.46,0.24,8,59.33,46.67,76.19,0.11,0.24,8,48.34,35.85,63.21,0.4,0.24,8,57.55,47.42,73.24,0.35,0.24,9,58.49,46.48,70.42,0.41,0.22,9,60.19,48.11,70.75,0.49,0.22,9,63.98,50.94,72.17,0.44,0.2,9,60.68,51.21,72.46
UNITED STATES,USA,0.87,0.37,4,75.48,55.02,100,0.82,0.34,4,74.52,56.46,98.56,1.01,0.3,5,79.81,65.55,98.09,0.21,0.28,6,50,37.32,67.94,0.05,0.28,6,45.19,31.58,62.68,-0.2,0.28,7,38.46,24.4,55.02,-0.09,0.27,7,42.79,29.19,57.42,0.49,0.24,8,60.58,48.8,75.12,0.37,0.24,8,57.69,43.06,72.25,0.56,0.24,8,66.51,50.48,80,0.43,0.24,8,61.14,46.23,75.94,0.44,0.24,8,60.38,48.36,75.59,0.6,0.24,9,65.57,55.4,81.22,0.63,0.22,9,68.25,56.6,81.13,0.63,0.22,9,66.35,58.02,82.08,0.62,0.2,9,66.99,57.49,79.71
URUGUAY,URY,0.53,0.37,4,63.46,44.5,86.6,0.72,0.34,4,70.67,50.72,94.74,0.85,0.33,4,76.44,57.89,95.69,0.74,0.3,5,70.67,53.11,94.26,0.69,0.29,5,69.23,51.2,89.47,0.58,0.28,6,64.9,50.24,82.78,0.79,0.28,6,71.15,56.46,91.39,0.9,0.27,6,75.48,60.29,95.69,0.86,0.26,6,77.88,59.33,96.17,0.86,0.26,6,77.03,59.05,95.71,0.77,0.24,7,72.99,57.55,90.09,0.82,0.24,7,75.47,58.69,90.61,0.96,0.24,7,77.83,64.32,96.71,0.71,0.22,8,69.19,59.43,87.74,0.81,0.23,8,71.09,61.32,90.57,1,0.2,8,83.5,68.6,97.1
UZBEKISTAN,UZB,-0.7,0.48,2,23.08,8.61,47.85,-0.88,0.45,2,18.27,8.13,39.23,-1.44,0.43,2,9.62,1.91,24.88,-1.14,0.33,3,16.35,7.66,27.27,-1.35,0.32,3,11.54,4.78,23.44,-1.44,0.31,4,8.17,4.31,19.14,-1.97,0.31,4,3.85,0.96,7.66,-1.79,0.26,5,6.73,1.91,11.96,-1.4,0.26,5,9.62,6.7,18.18,-1.25,0.26,5,12.92,9.05,19.05,-0.96,0.27,5,17.54,10.38,27.83,-0.73,0.26,5,23.11,13.62,34.74,-0.61,0.26,5,27.36,16.43,39.44,-0.52,0.24,6,29.38,18.87,41.04,-0.55,0.24,6,26.54,18.4,41.51,-0.23,0.22,6,36.41,25.6,52.17
VANUATU,VUT,0.94,0.65,1,79.81,43.54,100,1.03,0.58,1,84.62,47.85,100,1.12,0.62,1,87.02,49.76,100,1.04,0.68,1,84.13,43.06,100,0.79,0.57,1,71.63,38.76,100,0.65,0.38,2,69.23,46.89,93.3,1.42,0.4,2,98.56,68.42,100,1.4,0.39,2,98.56,69.86,100,1.27,0.37,2,95.67,69.86,100,1.22,0.36,2,94.26,68.1,100,1.28,0.32,3,92.42,71.23,100,1.33,0.33,3,94.34,73.71,100,1.14,0.37,2,89.62,63.85,99.53,1.22,0.33,2,92.89,68.87,99.53,1.19,0.36,2,91,65.57,99.53,0.66,0.29,2,68.45,53.14,90.34
"VENEZUELA, RB",VEN,-0.62,0.37,4,24.52,12.44,45.45,-0.58,0.34,4,26.44,14.35,44.02,-0.81,0.3,5,21.63,12.44,34.45,-1.38,0.28,6,12.5,4.31,18.66,-1.32,0.28,6,12.5,5.26,22.49,-1.39,0.28,7,9.62,4.78,19.14,-1.22,0.27,7,13.94,5.74,24.4,-1.23,0.24,8,13.46,8.61,22.49,-1.21,0.24,8,12.5,8.61,19.62,-1.3,0.24,8,11.48,9.05,17.62,-1.27,0.24,8,12.32,6.6,19.34,-1.24,0.24,8,11.79,5.16,21.13,-1.09,0.24,9,15.57,6.57,24.88,-1,0.22,9,17.54,8.96,25.47,-1.06,0.22,9,16.11,8.02,23.58,-0.83,0.2,9,18.93,10.63,29.47
